"date","country","country_pt","operator","aircraft","total_survivors","description","year","total_fatalities","id","continent"
"07/16/2002","Indonesia","Indonésia","Carta Aérea de Sabang Merauke Raya","Britten-Norman BN-2A Islander",10,"O controle de tráfego aéreo perdeu contato com a aeronave 15 minutos antes do horário previsto para o pouso. Os destroços foram encontrados no topo de uma montanha de 5.300 pés, cercada por uma densa selva, a 5 milhas de seu destino.","2002",10,4872,"Ásia"
"07/17/2002","Nepal","Nepal","Skyline Airways","de Havilland Canadá DHC-6 Twin Otter 300",4,"A aeronave atingiu uma árvore e colidiu com uma colina, 6 milhas ao norte de Surkhet em más condições climáticas. Os destroços foram espalhados por uma vasta área.","2002",4,4874,"Ásia"
"07/27/2002","Ukraine","Ucrânia","Militar - Força Aérea da Ucrânia","Sukhoi Su-27",2,"O Su-76 estava realizando acrobacias quando colidiu com a multidão de espectadores em um show aéreo no aeroporto Skniliv, na Ucrânia. A aeronave havia acabado de realizar uma curva acentuada quando pareceu cair e entrar em um mergulho íngreme do qual não conseguiu se recuperar. Os dois pilotos pularam de paraquedas em segurança. Erro do piloto. Os pilotos ignoraram seus planos de vôo e realizaram manobras complicadas e inéditas que levaram à perda de controle. Ambos receberam pena de prisão de 14 anos.","2002",85,4875,"Europa"
"07/28/2002","Russia","Rússia","Pulkovo Aviation Enterprise","Iluyshin Il-86",16,"Um avião de passageiros russo em um vôo de treinamento caiu logo após a decolagem do aeroporto Sheremetyevo, em Moscou. Depois de atingir uma altitude de cerca de 600 pés, o avião fez uma curva fechada para a esquerda, atingiu o solo e explodiu. Dezesseis dos 18 tripulantes a bordo morreram. Dois comissários de bordo sobreviveram. A investigação revelou que o estabilizador mudou espontaneamente para a posição totalmente para baixo dois segundos após a decolagem. Seis segundos após a mudança, o capitão tentou compensar empurrando o manche para a frente o máximo possível, mas não conseguiu recuperar o controle da aeronave.","2002",14,4876,"Ásia"
"08/07/2002","Puerto Rico","Porto Rico","Militar - Força Aérea dos EUA","Lockheed MC-130H Hercules",10,"O avião militar caiu no topo de uma montanha, a cerca de 10 milhas ao sul de San Juan, Porto Rico, em terreno acidentado, enquanto realizava exercícios de treinamento de baixo nível. Testemunhas relataram que a aeronave estava voando baixo e atingiu algumas árvores antes de cair em uma ravina, explodindo em chamas e se desintegrando. Havia chuva e nevoeiro no momento do acidente.","2002",10,4877,"América"
"08/15/2002","Sri Lanka","Sri Lanka","Militar - Força Aérea do Sri Lanka","Yunshuji Y-8D",5,"O avião militar desenvolveu problemas no motor durante a rota, tentou retornar ao aeroporto, mas bateu em um arrozal e foi destruído.","2002",5,4878,"Ásia"
"08/22/2002","Nepal","Nepal","Shangri La Air","de Havilland Canada DHC-6-300 Twin Otter",18,"O avião caiu em uma colina a 3 milhas a sudeste do aeroporto de Pokhara durante a abordagem. O avião se partiu em vários pedaços e corpos e destroços se espalharam por uma pequena área. O tempo estava ruim na área no momento do acidente.","2002",18,4880,"Ásia"
"08/29/2002","Russia","Rússia","Vostok Aviakompania","Antonov AN-28",16,"O avião a hélice gêmeo caiu em um penhasco em meio a uma névoa densa enquanto se preparava para pousar em Ayan. O ATC perdeu contato com a aeronave 12 minutos antes do horário previsto para o pouso. A tripulação fez quatro tentativas de pousar antes de desaparecer do radar.","2002",16,4881,"Ásia"
"08/30/2002","Brazil","Brasil","Rico Taxi Aéreo","Embraer 120ER Brasília",31,"O avião caiu cerca de 1 milha antes da pista sob chuva forte e ventos fortes enquanto tentava pousar no Aeroporto de Rio Branco. O deputado Ildefonso Cordeiro foi uma das vítimas.","2002",23,4883,"América"
"09/02/2002","China","China","CAAC Air Traffi Management Bureau","Cessna 650 Citation VI",3,"No voo de pesquisa para verificar o ILS na Pista 36, o avião circulou para outra abordagem e colidiu com a encosta de uma montanha a uma altitude de 2.500 metros que estava envolta em nuvens.","2002",3,4884,"Ásia"
"09/13/2002","Peru","Peru","Aero Pantanal - Táxi Aéreo","Cessna U206G",6,"Logo após a decolagem, o piloto emitiu um pedido de socorro pelo rádio, dizendo que estava perdendo altitude e voltando ao aeroporto. Pouco depois, o avião caiu em uma área arborizada.","2002",6,4886,"América"
"10/01/2002","India","Índia","Militar - Marinha Indiana","Ilyushin IL-38 / Ilyushin IL-38",12,"Os dois aviões da Marinha voando em formação em um sobrevôo militar, caíram, após a colisão de suas asas. Um avião bateu em uma casa em construção enquanto o outro caiu em um campo próximo a uma rodovia. Seis membros da tripulação em cada avião morreram junto com 5 no solo.","2002",0,4889,"Ásia"
"10/07/2002","Brazil","Brasil","Virgínia americana","Learjet 60",5,"A tripulação não conseguiu parar o avião na pista escorregadia, ultrapassou a pista e colidiu com um obstáculo.","2002",1,4890,"América"
"11/06/2002","Luxembourg","Luxemburgo","Luxair","Fokker 50",22,"O avião caiu a 6 milhas da pista do aeroporto Findel enquanto tentava pousar em meio a forte neblina. As indicações são de que a aeronave perdeu toda a potência em ambos os motores antes de cair e pegar fogo.","2002",20,4893,"Europa"
"11/07/2002","Indonesia","Indonésia","Dirgantara Air Services","Britten-Norman BN-2A-21",10,"Dois minutos após a decolagem, a aeronave caiu em um pântano, a cerca de 1 milha do aeroporto de Juwata. O piloto comunicou que estava voltando ao aeroporto por causa de uma falha no motor.","2002",7,4894,"Ásia"
"11/28/2002","Kenya","Quênia","Eagle Aviation","Vamos 410UVP-E20",20,"O avião caiu após desenvolver problemas no motor ao voar de uma pista para outra na Reserva Nacional Masai Mara. O copiloto foi a única fatalidade.","2002",1,4897,"África"
"12/13/2002","Papua New Guinea","Papua Nova Guiné","Island Airways Ltd.","Britten-Norman BN-2A-26 Islander",8,"A aeronave caiu na encosta de um penhasco durante seu vôo inaugural da pista de pouso Gohu nas montanhas de Finisterre.","2002",8,4899,"Oceânia"
"11/15/2003","Iraq","Iraque","Militar - Exército dos EUA","UH-60 Black Hawk / UH-60 Black Hawk",22,"Uma colisão no ar ocorreu entre dois helicópteros Black Hawk. Um helicóptero estava subindo para evitar tiros quando o rotor atingiu o outro.","2003",17,4900,"Ásia"
"12/21/2002","Taiwan","Taiwan","Transasia Airways","Aérospatiale / Aeritalia ATR-72-202",2,"Durante a rota, o alerta de estol soou, a tripulação do avião de carga desconectou o piloto automático e o avião começou a descer até atingir o oceano.","2002",2,4902,"Ásia"
"12/26/2002","Brazil","Brasil","Militar - Força Aérea Brasileira","Embraer-110 C-95B Bandeirante",16,"O avião desviou de sua rota original para fazer um pouso de emergência em Curitiba após apresentar problemas no motor e cair 3,5 km antes da pista.","2002",3,4905,"América"
"01/08/2003","Turkey","Peru","Turkish Airlines (THY)","BAe Avro RJ-100",80,"A aeronave caiu e quebrou 130 pés antes da cabeceira da pista enquanto tentava pousar em meio a forte neblina. A visibilidade era inferior a 60 metros.","2003",75,4907,"Europa"
"01/09/2003","Peru","Peru","TANS Airlines","Fokker 28 Fellowship 1000",46,"A aeronave colidiu com 11.500 pés. Coloque a montanha a uma altitude de 7.550 pés, cerca de 30 minutos após deixar Chiclayo e três minutos após o pouso em Chachapoyas. Voo controlado no terreno. A tripulação não seguiu os procedimentos padrão. Falta de comunicação entre a tripulação.","2003",46,4909,"América"
"01/17/2003","Gabon","Gabão","Aerocom","Antonov 24B",7,"Em um vôo de posicionamento, o avião, sobre o Gabão, teve problemas com seu equipamento de navegação, circulou o aeroporto 4 vezes antes de bater em uma encosta arborizada.","2003",7,4910,"África"
"01/24/2003","Kenya","Quênia","Serviços de passageiros africanos","Grumman G-159 Gulfstream I",13,"O avião não conseguiu ganhar altitude durante a decolagem, atingiu linhas de força e caiu invertido em uma casa. O Ministro do Trabalho do Quênia, Ahmed Khalif e os dois pilotos foram mortos. O avião estava extremamente sobrecarregado. O avião, que pesava 16 toneladas, estava decolando de uma pista projetada para aeronaves com peso inferior a 5,7 toneladas.","2003",3,4911,"África"
"02/07/2003","Morocco","Marrocos","Volare Aviation Enterprise","Antonov 12BP",8,"Caiu na cordilheira do Atlas a 9.900 pés durante o trajeto.","2003",8,4913,"África"
"02/10/2003","Estonia","Estônia","Enimex","Antonov AN-28",3,"Logo após a decolagem, a aeronave estagnou, caiu e explodiu em chamas em uma área arborizada. Falha do motor.","2003",2,4914,"Europa"
"02/20/2003","Pakistan","Paquistão","Militar - Força Aérea do Paquistão","Fokker F-27 Friendship 200",17,"O avião caiu em uma montanha em uma região remota perto da cidade de Kohat, cerca de 250 quilômetros a noroeste de Islamabad. Entre os mortos estava o chefe da Força Aérea, Mushaf Ali Mir. Erro do piloto. Descida prematura do piloto abaixo dos mínimos, que resultou na aeronave atingindo uma crista coberta de nuvens a 3.000 pés acima do nível do mar.","2003",17,4917,"Ásia"
"03/01/2003","Russia","Rússia","Privado - Kabanov - paraquedismo","Let L-410UVP",25,"Enquanto carregava um grupo de pára-quedistas, a aeronave começou a se desintegrar no ar enquanto voava a uma altitude de cerca de 10.000 pés. A cauda e a asa esquerda se separaram do avião antes que ele colidisse em uma área de neve profunda. Muitos dos paraquedistas conseguiram pular do avião com segurança antes que ele caísse.","2003",11,4918,"Ásia"
"03/06/2003","Algeria","Argélia","Air Algerie","Boeing B-737-2T4",103,"O motor de estibordo pegou fogo e falhou enquanto o avião tentava decolar. A aeronave continuou cerca de 2.000 pés além do final da pista e caiu. O acidente foi causado pela perda de um motor durante uma fase crítica do voo, a não retração do trem de pouso após a falha do motor, e o Comandante, o piloto não voando, assumindo o controle do avião antes de ter claramente identificado o problema.","2003",102,4919,"África"
"03/27/2003","Indonesia","Indonésia","PT Air Regional","de Havilland Canadá DHC-6 Twin Otter",16,"Caiu em uma montanha de 7.000 pés três minutos depois de decolar.","2003",4,4920,"Ásia"
"05/26/2003","Turkey","Peru","Ukranian-Mediterranean Airlines","Yakovlev 42D",75,"O avião atingiu a encosta de uma montanha íngreme em meio a forte neblina em sua terceira tentativa de pousar em Trabzon para reabastecer. O piloto relatou não ter conseguido ver a pista nas duas primeiras tentativas. O fretamento da aeronave transportava as forças de paz espanholas de volta a Saragoça.","2003",75,4923,"Europa"
"06/01/2003","Italy","Itália","Eurojet Italila","Gates Learjet 45",2,"Pouco depois de decolar, o jato atingiu o solo. Mau funcionamento do sistema do compensador.","2003",2,4925,"Europa"
"06/04/2003","Brazil","Brasil","Táxi Aéreo - Marco Zero Air Taxi","EMB 721C Sertanejo",5,"Após quarenta milhas de vôo, a aeronave colidiu com a floresta amazônica. A aeronave não foi certificada para vôo IFR. Pesada cobertura de nuvens existia ao longo da rota de vôo.","2003",5,4926,"América"
"06/06/2003","New Zealand","Nova Zelândia","Charter - Air Adventures New Zealand Ltd","Piper PA-31-350 Navajo Chieftain",10,"A aeronave caiu perto da pista em meio à neblina durante a aproximação do aeroporto de Christchurch. O avião caiu a dois quilômetros do aeroporto, atingindo uma cerca viva de fazenda e deslizando por um paddock antes de se espatifar em uma fileira de árvores.","2003",8,4927,"Oceânia"
"06/11/2003","Brazil","Brasil","Astro Air Taxi","Embraer 820C Navajo",4,"Após a decolagem, o piloto relatou baixa pressão de óleo em um motor e decidiu retornar ao aeroporto. O avião fez uma curva de 270 graus na abordagem final, estagnou e caiu no chão.","2003",4,4928,"América"
"06/22/2003","France","França","Brit Air","Canadair CRJ-100ER",24,"A aeronave caiu em uma estrada e pegou fogo a 1 km do aeroporto de Brest-Guipavas, na região da Bretanha, na França, matando o piloto e ferindo outras três pessoas. Na época do acidente ocorreram tempestades na área com visibilidade de 800 metros.","2003",1,4930,"Europa"
"06/26/2003","Namibia","Namibia","ComvaAviation","Cessna 208B Grand Caravan",4,"Pouco depois de decolar, a ambulância aérea atingiu uma colina nas montanhas Gamsberg.","2003",4,4933,"África"
"06/30/2003","Algeria","Argélia","Militar - Força Aérea da Argélia","Lockheed C-130H Hercules",4,"O avião militar colidiu com casas no bairro de Beni Mered, a oeste da capital argelina, logo após a decolagem do aeroporto militar de Boufarik, 40 quilômetros a sudoeste da capital. Testemunhas relataram ter visto um motor pegando fogo antes do acidente.","2003",0,4934,"África"
"07/19/2003","Kenya","Quênia","Ryan Blake Air Charter","Jurar SA-226T Metro II",14,"O avião caiu nas encostas orientais do Monte Quênia, a uma altitude de 16.355 pés, enquanto tentava voar ao redor do Pico Lenana e pousar no Parque Nacional de Samburu. Dez turistas americanos e 2 pilotos morreram quando o avião atingiu a montanha 150 metros abaixo do pico coberto de neve e se desintegrou com o impacto. Má visibilidade pode ter sido um fator.","2003",14,4940,"África"
"08/20/2003","Russia","Rússia","Khalatyrka","Helicóptero Mi-8",20,"O helicóptero estava voando a uma altura de 13 metros quando o piloto puxou o nariz para tentar evitar um obstáculo próximo. A manobra fez com que as pás do rotor do helicóptero balançassem para trás, cortando sua cauda, causando a queda. O governador de Sakhalin, Igor Farkhutdinov, estava entre as vítimas.","2003",20,4944,"Ásia"
"08/24/2003","Haiti","Haiti","Tropical Airways","Let 420UVP-E",21,"O avião caiu logo após decolar do aeroporto Cap Haitien. Testemunhas relataram ter visto fumaça saindo da parte traseira da aeronave. O avião então mergulhou em um campo de cana-de-açúcar e explodiu.","2003",21,4945,"América"
"09/11/2003","Canada","Canadá","Wasaya Airways","Cessna 208B Grand Caravan",8,"A aeronave caiu dez quilômetros a noroeste de Summer Beaver, uma hora depois de deixar o aeroporto de Pickle Lake. A atividade da tempestade foi relatada ao longo do percurso.","2003",8,4947,"América"
"09/19/2003","Mexico","México","Militar - Força Aérea Mexicana","Lockheed C-130A Hercules",6,"Caiu durante o trajeto","2003",6,4949,"América"
"10/03/2003","New Zealand","Nova Zelândia","Frete Aéreo Nova Zelândia","Convair CV-580F",2,"Enquanto estava em crusing altitude, uma hora após a decolagem, a aeronave explodiu repentinamente no ar por razões desconhecidas.","2003",2,4953,"Oceânia"
"10/26/2003","Argentina","Argentina","CATA Linea Aerea","Fairchild Hiller FH-227B",5,"Três minutos após decolar do Aeroporto de Buenos Aires, a tripulação relatou um problema técnico e pediu para se virar. Eles foram liberados para pousar na Pista 17, mas caíram 30 km a sudoeste de Buenos Aires.","2003",5,4955,"América do Sul"
"10/27/2003","Mexico","México","Aeroextra","Hawker 800A",3,"Durante a aproximação em um vôo de posicionamento, com mau tempo, a tripulação decidiu dar a volta à esquerda e atingiu uma colina de 1.600 pés.","2003",3,4956,"América"
"11/02/2003","Iraq","Iraque","Militar - Exército dos EUA","CH-47 Chinook",36,"O helicóptero caiu em um campo de milho enquanto transportava tropas de Fallujah para Bagdá. O helicóptero CH-47 pertencia à 12ª Brigada de Aviação. O helicóptero foi abatido por um míssil disparado de ombro.","2003",15,4958,"Ásia"
"11/08/2003","Guyana","Guiana","Trans Guyana Airways","Shorts SC-7 Skyvan 3M Variant 100",7,"O motor certo falhou um minuto após a decolagem. O piloto declarou emergência e fez pouso forçado em um canavial. O avião atingiu uma crista e deslizou aproximadamente 30 metros antes de parar. Um comissário de bordo e um passageiro sofreram ferimentos fatais.","2003",2,4959,"América"
"11/08/2003","Australia","Austrália","Heliwork WA Pty Ltd. - Táxi Aéreo","Helicóptero Robertson R44",4,"O helicóptero caiu no remoto outback após colidir com o terreno. O helicóptero foi destruído no incêndio pós-colisão. As condições meteorológicas visuais prevaleciam no momento do acidente.","2003",4,4960,"Oceânia"
"12/18/2003","Colombia","Colômbia","Líneas Aéreas Suramericanas","Douglas DC-9-15F",3,"Durante a aproximação, o avião de carga obteve autorização para descer de 23.000 a 7.000 pés, mas desapareceu da tela do radar quando atingiu uma montanha. Os destroços foram encontrados 5 dias depois.","2003",3,4964,"América"
"12/25/2003","Benin","Benin","Union des Transports Aeriens de Guinee","Boeing B-727-223",161,"O B-727 mal conseguiu subir depois de decolar do aeroporto de Cotonou. O trem de pouso atingiu um prédio que abrigava eletrônicos, quebrou a cerca e quebrou ao longo da costa adjacente ao aeroporto. O avião estava sobrecarregado com 10 toneladas de carga que foram mal distribuídas.","2003",140,4966,"África"
"01/03/2004","Egypt","Egito","Flash Air","Boeing B-737-3Q8",148,"Logo após a decolagem, a aeronave caiu no Mar Vermelho, 7 milhas ao sul do aeroporto. A maioria turistas franceses estavam a bordo voltando para casa nas férias. Desorientação espacial do piloto.","2004",148,4967,"África"
"01/13/2004","Uzbekistan","Uzbequistão","Uzbekistan Airways","Yakovlev YAK-40",37,"Caiu ao tentar pousar em meio a forte neblina. A aeronave atingiu uma escora de luzes de aproximação e capotou, atingindo a parte externa de uma parede ao redor da área de pouso.","2004",37,4968,"Ásia"
"01/28/2004","Algeria","Argélia","Tassili Companhias Aéreas","Beechcraft 1900D",5,"Durante a aproximação à noite, a tripulação perdeu contato com o solo em uma tempestade de areia. A aeronave atingiu uma montanha localizada a cerca de 10 km da cabeceira da pista.","2004",1,4970,"África"
"02/24/2004","Italy","Itália","City-Jet","Cessna Citation 500",6,"A aeronave estava em um voo de ambulância para o Aeroporto de Cagliari-Elmas com 2 médicos, 2 enfermeiras e 2 tripulantes a bordo. Durante sua aproximação, a aeronave atingiu uma montanha a 3.000 pés, a poucos quilômetros do aeroporto.","2004",6,4973,"Europa"
"05/02/2004","Mexico","México","Procuradoria General de la Republica","Rockwell Gulfstream Jetprop 840",7,"A aeronave caiu e foi destruída após uma perda de controle enquanto estava em rota em altitude de cruzeiro a 23.000 pés, após encontrar condições climáticas desfavoráveis.","2004",7,4981,"América"
"05/05/2004","Colombia","Colômbia","Aerotransportes Petroleros","Jurar SA227AC Metro III",7,"Durante a aproximação, o avião atingiu o solo 300 pés antes da pista.","2004",3,4983,"América"
"05/14/2004","Brazil","Brasil","Rico Linhas Aéreas","Embraer 120ER Brasília",33,"O avião caiu do radar no Aeroporto Internacional Eduardo Gomes, em Manaus, a cerca de 16 quilômetros da pista, após suspender os procedimentos de pouso para permitir que outro avião transportando doentes a caminho de um hospital pousasse. O avião caiu em uma selva densa, tornando difícil para as equipes de resgate chegarem aos destroços.","2004",33,4986,"América"
"05/18/2004","Kazakhstan","Cazaquistão","Aray-Avia","PZL-MieleAN-2R",12,"Caiu e parou perto do final da pista enquanto tentava decolar. A aeronave estava sobrecarregada.","2004",1,4987,"Europa"
"05/18/2004","China","China","AZAL Cargo Company","Ilyushin II-76TD",7,"Cerca de dois minutos após a decolagem e durante a subida, a aeronave estolou e caiu em um campo a 10 km do aeroporto.","2004",7,4988,"Ásia"
"05/23/2004","Kenya","Quênia","Aviação Blue Bird","Vamos 410UVP",2,"Durante o percurso, o avião de carga colidiu com outro Let 410 do mesmo operador. A primeira aeronave caiu matando os dois pilotos, enquanto a segunda fez um pouso seguro.","2004",2,4989,"África"
"05/25/2004","Nepal","Nepal","Yeti Companhias Aéreas","de Havilland DHC-6 Twin Otter 300",3,"Ao se aproximar de Lukla, o avião de carga colidiu com a colina Lamjura coberto por nuvens pesadas. Comportamentos e atitudes perigosas do capitão como excesso de confiança, despreocupação e não conformidade com os regulamentos causaram o acidente.","2004",3,4990,"Ásia"
"06/08/2004","Gabon","Gabão","Gabon Express","BAe HS-748-232 Srs 2A",30,"A aeronave mergulhou no mar a cerca de 100 metros de uma praia logo após decolar do aeroporto internacional Leon Mba. A falha do motor obrigou o avião a voltar para o aeroporto.","2004",19,4991,"África"
"06/11/2004","Brazil","Brasil","Táxi aéreo - Aero Air Taxi","EMB 820C Navajo",4,"Após a decolagem e a escalada, a tripulação percebeu a leitura da baixa pressão do óleo e decidiu voltar para Belo Horizonte. Depois de completar uma curva, a aeronave entrou em mergulho e caiu e queimou.","2004",4,4992,"América"
"06/28/2004","Sierra Leone","Serra Leoa","Nações Unidas - Carta UTair","Mi-8MTV-1",24,"O helicóptero bateu em uma encosta de uma montanha em uma área florestal. O helicóptero decolou da capital de Serra Leoa, mas nunca chegou ao seu destino na cidade de Kailahun, no oeste do país.","2004",24,4993,"África"
"07/02/2004","Panama","Panamá","Air Trek","IAI 1124 Westwind",6,"Depois de decolar, a ambulância aérea subiu verticalmente, o nariz baixou e as asas balançaram de um lado para o outro. A pista então virou à direita, atingiu o solo e se partiu. Um trabalhador do aeroporto foi morto ao ser atingido pelo motor esquerdo.","2004",0,4994,"América"
"07/29/2004","Papua New Guinea","Papua Nova Guiné","Companhias Aéreas de PNG","de Havilland DHC-6 Twin Otter 300",3,"O avião de carga foi desviado para o aeroporto de Yongai devido ao mau tempo, mas colidiu com árvores e caiu. O carregador foi resgatado um dia depois.","2004",2,4997,"Oceânia"
"08/24/2004","Russia","Rússia","Sibir Companhias Aéreas","Tupolev 154B-2",46,"O avião caiu 19 minutos depois de decolar de Moscou. Ele caiu quase simultaneamente com um Volga-Avia Express Tupolov134 que caiu às 22:56. Detonação de um dispositivo expositivo a bordo.","2004",46,5002,"Ásia"
"08/24/2004","Russia","Rússia","Expresso Volga-Avia","Tupolev 134A-3",41,"O avião caiu 26 minutos depois de decolar de Moscou. Testemunhas afirmaram que viram o avião explodir no ar antes de cair. Ele caiu quase simultaneamente com um Sibir Tupolov154 que caiu às 22:59. Detonação de um dispositivo expositivo a bordo.","2004",41,5003,"Ásia"
"09/09/2004","Mexico","México","Jett Paqueteria SA","Rockwell CT-39A Sabreliner",2,"Na aproximação final, o voo de carga caiu em uma área arborizada a 3 km da pista e foi destruído.","2004",2,5005,"América"
"09/11/2004","Greece","Grécia","Militar - Exército Grego","CH-47D Chinook",17,"O helicóptero caiu no Mar Egeu, a 5,5 milhas náuticas da península de Halkidiki. O patriarca Petros VII de Alexandria, Egito, líder espiritual dos cristãos ortodoxos em toda a África, morto junto com outros clérigos.","2004",17,5006,"Europa"
"09/29/2004","Puerto Rico","Porto Rico","Air Flamence","Pilatus-Britten Norman BN-2A-27 Islander",1,"O avião de carga bateu em uma forte chuva antes de perder o controle e cair na lagoa Toruuguero. O planejamento de vôo impróprio do piloto que resultou em um encontro durante o vôo com o clima (tetos baixos e tempestades), sua perda de controle da aeronave e uma colisão em vôo com o oceano durante a descida descontrolada.","2004",1,5007,"América"
"10/15/2004","Colombia","Colômbia","Aerovanguardia","Douglas DC-3C",3,"Durante a descida com mau tempo, o avião de carga atingiu uma montanha perto do aeroporto.","2004",3,5013,"América"
"11/30/2004","Indonesia","Indonésia","Lion Air","McDonnell-Douglas MD-82",154,"Enquanto tentava pousar, o avião ultrapassou a pista e bateu na cerca do aeroporto, em um campo de arroz, se partiu em dois e parou em um cemitério, 300 metros além da pista. O mau tempo e um spoiler com defeito podem ter causado o acidente.","2004",26,5021,"Ásia"
"12/07/2004","Colombia","Colômbia","SAVIARE S.A. - Táxi Aéreo","Cessna TU206G",6,"Destruída com impacto no terreno. As condições meteorológicas visuais prevaleceram para o vôo para o qual um plano de vôo com regras de vôo visual (VFR) foi preenchido.","2004",6,5024,"América"
"12/11/2004","Brazil","Brasil","NHR Táxi-Aéreo","Embraer EMB-110 Bandeirante",2,"A tripulação realizava um vôo postal sob a Total Linhas Aéreas do aeroporto de São Paulo-Guarulhos para Uberaba. Durante a aproximação final à noite, o avião de carga colidiu com casas localizadas perto da pista e queimou.","2004",0,5026,"América"
"12/11/2004","Saudi Arabia","Arábia Saudita","Transporte Aéreo","Ilyushin II-76TD",7,"Uma saída de emergência dianteira foi aberta durante o vôo, fazendo com que um dos membros da tripulação fosse sugado para fora. Um pouso de emergência foi feito em Jeddah.","2004",1,5027,"Ásia"
"01/13/2005","Colombia","Colômbia","Militar - governo colombiano","Helicóptero Black Hawk",20,"O helicóptero estava em uma missão antinarcóticos quando caiu em meio a uma forte neblina.","2005",20,5028,"América"
"01/26/2005","Iraq","Iraque","Militar - Fuzileiros Navais dos EUA","CH53E Sea Stallion",31,"O helicóptero caiu sob chuva e tempestade de areia.","2005",31,5031,"Ásia"
"01/27/2005","Hungary","Hungria","Farnair Hungria","Vamos 410UVP-E4",2,"O avião de carga estava tentando pousar em uma tempestade de neve quando virou à esquerda e desceu até cair a uma milha do aeroporto.","2005",2,5032,"Europa"
"01/30/2005","Iraq","Iraque","Militar - Força Aérea Real","Lockheed Hercules C.1",10,"O avião estava voando em um nível baixo quando foi atingido por fogo inimigo. A asa direita separou-se da fuselagem e o avião perdeu o controle, caiu e foi destruído.","2005",10,5033,"Ásia"
"02/03/2005","Pakistan","Paquistão","Kam Air","Boeing B-737-200",104,"Incapaz de pousar em Cabul por causa de uma nevasca, a tripulação tentou chegar a Peshawar, no Paquistão, mas colidiu com a montanha Chaperi de 11.000 pés perto de Cabul.","2005",104,5034,"Ásia"
"03/16/2005","Russia","Rússia","Linhas Aéreas Regionais","Antonov 24",52,"O turboélice russo que transportava trabalhadores petrolíferos bateu no chão e pegou fogo durante a aproximação final de Varandey em meio a forte neblina. A tripulação do avião tentou fazer um pouso de emergência a cinco quilômetros do aeroporto. No momento em que o avião tocou o solo, o avião caiu para o lado, quebrou e pegou fogo. Erro do piloto. A falta de coordenação entre os tripulantes e a alvura ofuscante da neve que desorientou os pilotos, aparentemente fazendo com que realizassem uma manobra errada.","2005",28,5042,"Ásia"
"03/31/2005","Albania","Albânia","Militar - Força Aérea dos EUA","Lockheed Hercules MC-130H",9,"Durante uma missão de treinamento, a aeronave caiu em uma área montanhosa e foi destruída.","2005",9,5045,"Europa"
"04/12/2005","Indonesia","Indonésia","GT Air","de Havilland Canadá DHC-6 Twin Otter 100",18,"O avião caiu durante um vôo de uma hora. Os destroços foram encontrados 5 dias depois.","2005",18,5046,"Ásia"
"04/28/2005","Peru","Peru","Militar - Fuerza Del Peru","Vamos 410UVP",13,"Durante a decolagem em um vôo de treinamento, a aeronave bimotora morreu e caiu perto de uma instalação petrolífera perto do aeroporto.","2005",13,5048,"América"
"05/02/2005","New Zealand","Nova Zelândia","Airwork","Jurar SA227AC Metro III",2,"Caiu em um campo durante o trajeto.","2005",2,5049,"Oceânia"
"05/16/2005","Argentina","Argentina","Transportes Aereos Don Carlos - Charter","Beech 65-A80 Queenaire",10,"O vôo charter caiu alguns minutos após a decolagem em circunstâncias desconhecidas.","2005",10,5052,"América do Sul"
"05/18/2005","Zambia","Zâmbia","Militar - Força Aérea da Zâmbia","Yunshuji Y-12",13,"O avião estava em suas operações de rotina de entrega de suprimentos militares e alimentos às partes afetadas pela seca das províncias do sul e oeste da Zâmbia quando o acidente ocorreu. O avião decolou de Lusaka e alcançou com segurança Livingstone e Mongu. Tinha acabado de decolar de Mongu no caminho de volta para Lusaka quando caiu.","2005",13,5053,"África"
"07/16/2005","Equatorial Guinea","Guiné Equatorial","Ecuatair","Antonov AN-24B",60,"O avião desapareceu do radar e caiu na densa selva logo após decolar de Malabala. Uma testemunha viu chamas saindo da lateral do avião logo após a decolagem. O avião então inclinou e caiu, derrapou sobre as árvores por uma distância de cerca de meia milha e caiu. O avião estava sobrecarregado. A aeronave foi construída para acomodar no máximo 48 passageiros.","2005",60,5056,"África"
"08/02/2005","Canada","Canadá","Ar francês","Airbus A-340",309,"O avião pousou quase na metade da pista 24, ultrapassou a pista, se partiu em dois e pegou fogo. Houve fortes tempestades na hora do pouso com chuva, relâmpagos e granizo. Todos os 309 a bordo escaparam. Houve 43 feridos. O piloto pousou o avião muito longe na pista escorregadia, tornando virtualmente impossível parar o avião antes que ele saísse da pista. Além disso, o empuxo reverso não foi empregado até 17 segundos depois que as rodas tocaram o solo.","2005",0,5057,"América"
"08/06/2005","Italy","Itália","Tuninter","ATR-72-202",39,"A aeronave desenvolveu problemas no motor durante a rota de Bari Itália para Djerba, Tunísia. A tripulação contatou o ATC de Palermo para um pouso de emergência, mas caiu no mar a aproximadamente 19 milhas ao norte de Palermo. O piloto relatou que ambos os motores falharam. Fome de combustível. A equipe de manutenção instalou incorretamente um medidor de combustível para um ATR-42 no ATR-72. Ambos os instrumentos são muito semelhantes.","2005",16,5058,"Europa"
"08/10/2005","Estonia","Estônia","Copterline","Sikorsky S-76C",14,"O helicóptero caiu no mar a cerca de 3 milhas da costa perto da ilha de Naissaar, depois de desaparecer do radar do ATC de Tallinn 3 minutos após a decolagem de Tallinn em condições de vento forte.","2005",14,5059,"Europa"
